,E,Eg,a,alpha,b,beta,c,gamma,id,x_Al,x_Ga,x_In,avg_rs_max,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_mass,x_Al_avg,x_Ga_avg,x_In_avg,a_avg,b_avg,c_avg,avg_rs_max_avg,avg_electronegativity_avg,avg_rp_max_avg,avg_LUMO_avg,avg_IP_avg,avg_rd_max_avg,avg_EA_avg,avg_HOMO_avg,avg_mass_avg,vol_avg,alpha_r,beta_r,gamma_r,vol,atomic_density,atomic_density_avg,Al_0_0,Al_1_0,Al_2_0,Al_3_0,Al_4_0,Al_5_0,Ga_0_0,Ga_1_0,Ga_2_0,Ga_3_0,Ga_4_0,Ga_5_0,In_0_0,In_1_0,In_2_0,In_3_0,In_4_0,In_5_0,Natoms_10.0,Natoms_20.0,Natoms_30.0,Natoms_40.0,Natoms_60.0,Natoms_80.0,O_0_0,O_1_0,O_2_0,O_3_0,O_4_0,O_5_0,sg_12,sg_167,sg_194,sg_206,sg_227,sg_33,pca_abc,pca_AlGaInDensity
328,,,4.9379,89.9897,4.9376,90.0113,13.3865,120.0013,329,0.6667,0.25,0.0833,1.0916679999999999,1.674161,1.448337,0.33573909999999996,-5.76934142,2.7750389999999996,-0.22393145999999997,-2.7129971,44.98368118462,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.570616557881941,1.570993549000372,2.0944177916734716,282.65076768917055,0.10613804535281089,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.361861452466617,-0.36118299924953245
329,,,24.7655,90.0002,6.4225,104.9427,6.3512,90.0001,330,0.0312,0.5,0.4688,1.041248,1.7896960000000002,1.363432,0.4022976,-5.68536912,2.086504,-0.20854656,-2.7552856,89.53000240432,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707998174534008,1.8315956409326533,1.5707980721241486,976.0384469381498,0.08196398436041269,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.950257629554722,0.36695833067391675
330,,,9.4289,90.0028,9.4286,90.0031,9.4286,89.9973,331,0.4688,0.2812,0.25,1.080632,1.70874,1.424696,0.38282439999999995,-5.73009184,2.55036,-0.22867616,-2.728592,60.959552895680005,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708451960139522,1.5708504320017085,1.5707492029050927,838.2150442566556,0.09544090212666782,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7822333483282846,-0.10262918970836464
331,,,5.1726,89.9941,5.1722,90.006,13.8849,120.0012,332,0.4167,0.1667,0.4167,1.0901070000000002,1.71434,1.425974,0.46462309999999996,-5.68585452,2.464407,-0.25503922999999995,-2.7393571000000003,70.71069183462,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5706933523690287,1.5709010465500162,2.0944160463442194,321.7009464911377,0.09325431064849679,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.523164427962138,0.04914484611812688
332,,,9.2335,90.0048,9.2331,90.0047,9.2329,89.9952,333,0.4062,0.5938,0.0,1.046868,1.72876,1.399054,0.22667559999999998,-5.80268316,2.54589,-0.16829884,-2.717783,52.36141837932,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708801025989922,1.5708783572697402,1.5707125509908009,787.1400682168335,0.10163375392797613,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.766555025363031,-0.22719800540465518
333,,,6.2856,90.0123,6.2852,90.0104,23.7758,120.0003,334,0.75,0.0625,0.1875,1.11375,1.654375,1.46875,0.4144375,-5.7369,2.8312500000000003,-0.257575,-2.7155000000000005,46.12221645,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5710110022928918,1.5709778410371038,2.0944003383809515,813.4488798833509,0.09834668407370854,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.436869655883534,-0.35114799566456595
334,,,24.5541,90.0,6.4042,105.1611,6.3773,90.0001,335,0.2188,0.25,0.5312,1.073752,1.750304,1.399068,0.4822023999999999,-5.66068088,2.2509959999999998,-0.24910344,-2.7519644,84.32563224568,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707963267948966,1.835407440019009,1.5707980721241486,967.922296001908,0.08265126274128343,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.777717636166319,0.2721178613768609
335,,,9.7438,90.0016,9.7435,90.00200000000002,9.7437,89.9982,336,0.3125,0.1562,0.5312,1.0867710000000002,1.7313830000000001,1.414864,0.5044899999999999,-5.65651972,2.3397949999999996,-0.26297897000000003,-2.7484117,80.3137850125,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708242520629283,1.570831233379937,1.5707649108683606,925.0543588878787,0.08648140428869262,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8076879776330987,0.20349977451179782
336,,,12.135,89.9997,3.1533,105.179,6.2879999999999985,90.0001,337,0.5,0.0,0.5,1.1099999999999999,1.695,1.4449999999999998,0.5315,-5.6587,2.525,-0.2844,-2.7405,70.8997693,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707910908071407,1.8357198539551158,1.5707980721241486,232.2178272348881,0.08612603191644723,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5.671478397773938,0.044935356374514325
337,,,12.201,89.9995,3.0134,103.8357,5.7748,90.0002,338,0.5,0.5,0.0,1.06,1.71,1.415,0.249,-5.7991,2.635,-0.18219999999999997,-2.7145,48.3522693,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707876001486365,1.812274846113076,1.5707998174534008,206.15880486222127,0.09701259188694983,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,6.065457501591196,-0.2958829763628387
338,,,5.1916,89.9969,8.9053,90.0011,9.5221,90.0013,339,0.0,0.875,0.125,1.0025,1.80625,1.3375000000000001,0.200625,-5.7831,2.1325000000000003,-0.13365,-2.7385,75.359875,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707422215880849,1.5708155254166685,1.5708190160751725,440.2329201173065,0.09086099237953721,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.3880217266193062,0.15545650039591552
339,,,9.7599,90.0009,9.7596,90.0015,9.7599,89.9993,340,0.4062,0.0,0.5938,1.1062480000000001,1.710946,1.434682,0.5621726,-5.63594412,2.415254,-0.28967156,-2.7486606,79.13882937932,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708120347581647,1.5708225067336763,1.5707841094901327,929.657021815739,0.08605324127359333,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8089279986411013,0.17755784655422527
340,,,9.4697,90.0027,9.4694,90.00299999999999,9.4695,89.9974,341,0.4375,0.2812,0.2812,1.0792709999999999,1.713883,1.421114,0.39299,-5.72194472,2.513545,-0.23040396999999999,-2.7310367,63.69735233750001,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708434506847004,1.570848686672456,1.5707509482343447,849.1525727249717,0.09421157347881091,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7854806997431962,-0.05844363840717017
341,,,5.3995,89.9983,9.22,89.9989,9.8402,90.0001,342,0.0,0.5,0.5,1.04,1.795,1.3599999999999999,0.4125,-5.6777999999999995,2.05,-0.2103,-2.758,92.2705,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707666561976128,1.5707771281731249,1.5707980721241486,489.8785139713411,0.081652897318824,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.442581209753168,0.4110702499489303
342,,,10.1627,90.0007,5.0808,90.0005,13.6723,119.9998,343,0.0,0.9583,0.0417,0.99417,1.808749,1.332502,0.15356050000000002,-5.80649064,2.1508260000000003,-0.11662348,-2.7341684000000006,71.60346150000001,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5708085440996604,1.5708050534411566,2.0943916117346912,611.3843129204155,0.09813794487692434,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.7455688636103328,0.09866797286735458
343,,,11.1566,90.0008,9.4849,89.9967,10.1107,90.0004,344,0.125,0.0,0.875,1.0950000000000002,1.75875,1.4037499999999998,0.654125,-5.567725,2.08625,-0.305475,-2.773125,103.838442325,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708102894289124,1.5707387309295808,1.5708033081119046,1069.9065408471874,0.07477288617812669,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.5764531082757003,0.5751497529516535
344,,,9.2073,90.0045,9.2069,90.0046,9.2068,89.9956,345,0.4688,0.5312,0.0,1.0556320000000001,1.71624,1.409696,0.2415744,-5.80029184,2.60536,-0.17757615999999998,-2.715592,49.68580289568,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708748666112362,1.5708766119404882,1.570719532307809,780.4667848750491,0.10250276059192936,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7643573914636534,-0.27303835607704113
345,,,6.1471,90.0081,6.1467,90.0057,23.4979,120.0045,346,0.9062,0.0312,0.0625,1.123019,1.6267040000000001,1.487671,0.3809751,-5.765451340000001,3.0069239999999997,-0.25516302999999996,-2.7032598,33.80215287932,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.570937698464308,1.5708958105622604,2.094473642209535,768.8688579680091,0.10404895343456429,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.352774568848538,-0.5507354613359579
346,,,5.1274,89.9968,5.127000000000002,90.0039,13.7812,120.0006,347,0.25,0.5,0.25,1.05,1.7525000000000002,1.3875,0.33075,-5.73845,2.3425,-0.19624999999999998,-2.73625,70.31138465,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5707404762588326,1.5708643946357244,2.0944055743687073,313.7440921556735,0.09561933037169223,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.4868232721740835,0.05758439718515281
347,,,24.6036,90.0,6.2992,104.6857,6.1846,90.0001,348,0.2188,0.4375,0.3438,1.0551110000000001,1.756107,1.3879569999999999,0.37633439999999996,-5.71388462,2.29244,-0.21080969,-2.7424928,75.88180154567999,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707963267948966,1.8271101447550275,1.5707980721241486,927.1944049899535,0.08628179761380984,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.941732802308916,0.14438083826471035
348,,,6.46,90.0135,6.4598,90.0059,24.1547,119.9951,349,0.4062,0.3125,0.2812,1.074889,1.7201430000000002,1.415793,0.3855406,-5.723140379999999,2.48381,-0.22576531,-2.7321321999999997,65.03516007932001,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5710319462439157,1.5708993012207642,2.0943095812598473,872.981991905874,0.09163992011489934,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.562568804801224,-0.03552453639547361
349,,,6.5274,90.0158,6.527,90.0139,24.2382,119.9944,350,0.5625,0.0,0.4375,1.1124999999999998,1.6843750000000002,1.4518749999999998,0.5110625,-5.6738625,2.598125,-0.28088749999999996,-2.7350624999999997,65.4099904625,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5710720888167118,1.571038927560924,2.0942973639550835,894.3536463741139,0.08945007416734509,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.568111192298735,-0.0434374594704522
350,,,24.5716,89.9999,6.2115,104.3742,6.0436,90.0001,351,0.2812,0.5,0.2188,1.051248,1.747196,1.3909319999999998,0.3205476,-5.746019120000001,2.379004,-0.19449655999999999,-2.7335356,67.57088705432,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707945814656445,1.8216734441350655,1.5707980721241486,893.53736476055,0.08953179033698092,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,15.011643384691567,0.01348067120465722
351,,,10.4066,90.0025,8.902000000000003,90.0008,9.5287,90.0007,352,0.4688,0.1875,0.3438,1.0901109999999998,1.7061069999999998,1.430457,0.43583439999999996,-5.70433462,2.52994,-0.24785969,-2.7337428,65.19643619568001,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708399600261964,1.5708102894289124,1.5708085440996604,882.7345095846064,0.09062747534096756,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.4067255925035034,-0.03868974746262274
352,,,11.2697,90.0001,9.5747,89.9959,10.1995,90.0003,353,0.0312,0.0312,0.9375,1.088019,1.7754539999999999,1.3914209999999998,0.6671001,-5.553176339999999,1.983174,-0.30433803,-2.7793848,110.65905660432,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707980721241486,1.570724768295565,1.5708015627826524,1100.5668103851517,0.07268981696077441,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.6014102137641615,0.686437655157352
353,,,10.0687,90.0016,10.0687,90.0015,10.0687,89.9977,354,0.0,0.25,0.75,1.0650000000000002,1.7875,1.375,0.55375,-5.607600000000001,1.995,-0.2614,-2.771,103.54425,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708242520629283,1.5708225067336763,1.5707561842221007,1020.7519133724919,0.07837359788597964,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8340347104925419,0.5814791812912016
354,,,24.4906,89.9997,6.1499,104.2355,5.9604,90.0001,355,0.375,0.4688,0.1562,1.05812,1.7303140000000001,1.403122,0.307503,-5.76001404,2.481886,-0.19560228,-2.7269974,60.738790975,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707910908071407,1.8192526724625493,1.5707980721241486,870.1578435166864,0.09193734285803275,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,15.007277979173582,-0.09787708266539813
355,,,9.2989,90.0054,9.2987,90.0049,9.2984,89.9941,356,0.25,0.75,0.0,1.025,1.76,1.3725,0.1895,-5.80865,2.3975,-0.14515,-2.72325,59.037634649999994,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.570890574574504,1.5708818479282445,1.5706933523690287,804.011078235534,0.09950111654626244,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7718089259032233,-0.11281681091541088
356,,,5.529,90.0013,9.4075,89.9973,10.0338,90.0004,357,0.1875,0.0,0.8125,1.0975000000000001,1.748125,1.410625,0.6336875,-5.5828875,2.159375,-0.3019625,-2.7676875,98.3486634875,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708190160751725,1.5707492029050927,1.5708033081119046,521.8987497549678,0.07664321866795056,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.4737716700685424,0.4867803380843387
357,,,12.0381,89.9993,3.0478,104.6228,5.9801,90.0002,358,0.75,0.0,0.25,1.1199999999999999,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,48.94065395,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707841094901327,1.8260123326555233,1.5707998174534008,212.30130373803877,0.09420573330382488,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5.807613391342444,-0.3085423030947453
358,,,10.1147,90.0018,8.6798,90.0019,9.3047,90.0014,359,0.5,0.4062,0.0938,1.06938,1.707186,1.420628,0.301997,-5.772760959999999,2.614364,-0.20137271999999998,-2.7193776,52.5821803,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708277427214326,1.5708294880506846,1.5708207614044245,816.8928581552218,0.09793205951226325,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.339119096223677,-0.23194754976806134
359,,,4.9153,89.9909,4.915,90.0103,13.3346,120.0011,360,0.5833,0.4167,0.0,1.071662,1.69334,1.4291610000000001,0.26882540000000005,-5.795917940000001,2.714135,-0.19454506,-2.7115845000000003,44.791905565380006,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5706375018329648,1.5709760957078518,2.094414301014967,278.98403662349716,0.10753303437388603,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.3436566741545,-0.356891684185221
360,,,6.3042,90.0138,6.3038,90.0088,23.8227,119.9996,361,0.6875,0.125,0.1875,1.105,1.666875,1.458125,0.3995625,-5.7392875000000005,2.771875,-0.2483125,-2.7176875000000003,48.793557787500006,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.571037182231672,1.5709499157690718,2.094388121076187,819.8902805344616,0.09757403142753496,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.454715499583974,-0.3053808723894202
361,,,5.0823,89.9994,5.0818,90.0017,13.6775,120.0001,362,0.0833,0.8333,0.0833,1.009893,1.7906600000000001,1.3490260000000003,0.1968769,-5.791045480000001,2.220593,-0.13746077,-2.7331429,69.91207746538001,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5707858548193845,1.5708259973921805,2.0943968477224475,305.9248694644727,0.09806329263951497,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.450409261487159,0.06602394825217871
